ID,lexeme,phonetic,interlinearization,morphology,dialects,notes,linguistic_history,source,soundSource,soundFile,speakerName,speakerHometown,speakerAge,speakerGender,en_gloss,hi_gloss,semanticDomain,semanticDomain.2,partOfSpeech,partOfSpeech fullname,vernacular_exampleSentence,en_exampleSentence,hi_exampleSentence,semanticDomain.3,photoFile,photoSource,pluralForm
u0bCgIKGEVf2czuMjq3X,जींम्परी,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fu0bCgIKGEVf2czuMjq3X_1653125487280.wav?alt=media,u0bCgIKGEVf2czuMjq3X_The_place_where_you_go_after_death_netherworld.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,"The place where you go after death, netherworld","नरक, मृत्यु के बाद जिस स्थान पे मनुष्य जाता है",Spirituality and Religion,,,,हामो छोड्यो जींम्परी खे केईं डेया?,Why did you go to underworld leaving us?,,,,,
u586BinSKchNCf7jkLCL,जवाढ़ी,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fu586BinSKchNCf7jkLCL_1653125330293.wav?alt=media,u586BinSKchNCf7jkLCL_Bird_trap.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Bird trap,पक्षी को पकड़ने का फंदा,Hunting and Fishing,,n,noun,,,,,,,
u7bioVR4REU7An22fY0H,खेच,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fu7bioVR4REU7An22fY0H_1653123165134.wav?alt=media,u7bioVR4REU7An22fY0H_Field.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Field,खेत,Agriculture,,n,noun,जोस्टे रो खेच ओ एज़ो।,This is Justa's field.,,,,,
uB9hvFnIyFqeTWEFb6Cx,औठि,,,,"Rohruri (Spail), Rohruri (Mandalgarh), Chuhara",,,,,,,,,,with difficultly or great effort,बड़ी मुश्किल से या बड़ी मेहनत से,States and Characteristics,,n,noun,तोला का  औठि आशो हाउ उबी,I came up with a great effort from below.,,,,,
uBWtCtr3xUT1MDwOO7j7,हौटी,,,,Bushahri (Nankhari),,,,,,,,,,with difficultly or great effort,बड़ी मुश्किल से या बड़ी मेहनत से,States and Characteristics,,n,noun,हौटी आओ उबी मू तोड़ा का,I came up with a great effort from below.,,,,,
uDvHQxoc2CMk1GhnJrew,आंडके,ɑːⁿɖkeː,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FuDvHQxoc2CMk1GhnJrew_1653120364805.wav?alt=media,uDvHQxoc2CMk1GhnJrew_here_this_side.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,"here, this side",इस तरफ,Location and Directions,,n,noun,आंडके आजो।,Come to this side.,इस तरफ आओ।,,,,
uE2wzg8zXd1X6a8aPoav,तातो,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FuE2wzg8zXd1X6a8aPoav_1653131585780.wav?alt=media,uE2wzg8zXd1X6a8aPoav_Hot.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Hot,गर्म,States and Characteristics,,adj,adjective,,,,,,,
uKidckkFCdYj6ao11hu4,हीज,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/audio%2Fmahasuvi%2FuKidckkFCdYj6ao11hu4_1624194234192.wav?alt=media,uKidckkFCdYj6ao11hu4_Yesterday.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Yesterday,बिता हुआ कल,Time,,adv,adverb,,,,,,,
uQyIihc52ldkDvPPPV1G,चोबण,,,,Rohruri ,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FuQyIihc52ldkDvPPPV1G_1653125030079.wav?alt=media,uQyIihc52ldkDvPPPV1G_Curry.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Curry,दाल,"Food, cooking and foodways",,n,noun,,,,,,,
uUeDjb80Tkt16uDHuyQc,साधडा,,,,"Shimla Saraji, Chuhara",,,,,,,,,,innocent,मासूम,States and Characteristics,,adj,adjective,श्यामू बेगी साधडा ओ।,Shyamu is very innocent.,,,,,
uZnngP4pEmvYhnyOmHTq,ओटी,,,,"Shimla Saraji (Kotkhai), Shadochi",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FuZnngP4pEmvYhnyOmHTq_1653121397928.wav?alt=media,uZnngP4pEmvYhnyOmHTq_Elevated_sitting_platform_at_the_corner_of_a_house_near_windows.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Elevated sitting platform at the corner of a house near windows,खिड़कियों के पास एक घर के कोने पर ऊंचा बैठने का मंच,Household,Construction,n,noun,,,,,,,
uaj6drjoHXpGDXUbb7Kb,माढ़वा,,,,Shadochi,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fuaj6drjoHXpGDXUbb7Kb_1653310895628.wav?alt=media,uaj6drjoHXpGDXUbb7Kb_Pigeon.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Pigeon,कबूतर,Birds,,n,noun,,,,,,,
ub2RoxkM0FGzkzU6MCg1,डिंगा,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fub2RoxkM0FGzkzU6MCg1_1653131284978.wav?alt=media,ub2RoxkM0FGzkzU6MCg1_Stick.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Stick,छड़ी,Universe and the natural world,Tools and weapons,n,noun,,,,,,,
uccY7tPp3ej0cEJ3NQfR,गिन,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FuccY7tPp3ej0cEJ3NQfR_1653123533457.wav?alt=media,uccY7tPp3ej0cEJ3NQfR_Buy.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Buy,खरीद,Finance and Business,,v,verb,,,,,,,
ukZT6LYdxKWW3HS8gsK9,नेश,,,,Shimla Saraji,,,,,,,,,,to visit and ask about the well being  of a sick person,किसी बीमार व्यक्ति के पास जाना और उसका हालचाल पूछना,Language and Communication,Social activities and interactions,v,verb,तोएँ नेशा बी ओ सोन्तु रा छोटा?,Did you visit and ask about the well being of Santu's son?,क्या आपने जाकर संतू के बेटे का हालचाल पूछा?,"Health, well-being and sickness",,,
ukgmi47w2jEnsjKkCXaw,चमार,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fukgmi47w2jEnsjKkCXaw_1653124702513.wav?alt=media,ukgmi47w2jEnsjKkCXaw_A_person_belonging_to_the_caste_of_leather_workers.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,A person belonging to the caste of leather workers,चमड़ा श्रमिकों की जाति से संबंधित व्यक्ति,"Humans, Social Relations and Organization",,n,noun,,,,,,,
ulexOMz2CmXo9YrU4f7N,फीमशी,,,,"Shadochi, Shimla Saraji",,,,,,,,,,"pus filled pimple, pimple","मवाद भरी फुंसी, फुंसी",Cleanliness and hygiene,"Health, well-being and sickness",n,noun,मेरी बाई दी फीमशी लागी हौंदी,My arms are having a break out of pus filled pimples.,,,,,
umkDIJXvfvCgLtaKrZ0w,दोगरी,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FumkDIJXvfvCgLtaKrZ0w_1653132046953.wav?alt=media,umkDIJXvfvCgLtaKrZ0w_Second_house_which_is_usually_near_to_an_agricultural_field.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Second house which is usually near to an agricultural field,दूसरा घर जो आमतौर पर एक कृषि क्षेत्र के पास होता है,Construction,Agriculture,n,noun,"दोगरी डेओणे पौड़ी झिशी, गिहुँ बिज़दे।","WIll have to go to second home, to sow wheat.",,,,,
uoyVBMJPEQqh6jscvR4k,साथरा,,,,Chuhara,,,,,,,,,,fallen dry pine needles,चीड़ की गिरी हुई और सूखी हुई सुइयाँ,"Plants, trees and other vegetation",,,,,,,,,,
upm1W6GRgWUtrtx6jZXR,शॉरी,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/audio%2Fmahasuvi%2Fupm1W6GRgWUtrtx6jZXR_1625132239004.wav?alt=media,upm1W6GRgWUtrtx6jZXR_Arrow.wav,Rajneesh Verma,"Theog, Shimla",31-40,,Arrow,तीर,Sports and games,,n,noun,,,,,,,
uq12g0UsllUenG48yIDA,भोचिया,,,,"Shimla Saraji, Bishshau",,,,,,,,,,Brother's son,भतीजा,Kinship and relationships,,n,noun,,,,,,,
uqEwGc5JhCjJbOrzXMhP,थेच,,,,"Shimla Saraji, Bishshau, Barari, Shadochi",,,,,,,,,," smash, shatter","तोड़ना, चकनाचूर करना",Physical Actions,Physical Impact,,,केथो थेचो तौएँ आपणो मुंड?,Where did you smash your head?,,,,,
uqh8FM2Xj0AewdwEyNWZ,भोगडा,,,,Shimla Saraji,,,,,,,,,,Coriander,धनिया,"Plants, trees and other vegetation","Food, cooking and foodways",,,तौएँ भोगड़ो बीज गो?,Did you sow the coriander?,,,,,
uvZ0Nusxgt3fGL6MohHu,ऊणो,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FuvZ0Nusxgt3fGL6MohHu_1653121023701.wav?alt=media,uvZ0Nusxgt3fGL6MohHu_In_real_antonym_of_dream_state.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,"In real, antonym of dream state","वास्तव में, स्वप्न अवस्था का विलोम शब्द",States and Characteristics,,n,noun,,,,,,,
uw38OcJrszCEy0vXphzR,सेवाल,,,,Chuhara,,,,,,,,,,Moss,काई,"Plants, trees and other vegetation",,n,noun,सेवाला माथे ना फौषटे,Don't slip down on the moss.,,,,,
uwOgRzun9TXr6OT1BpS6,ठुंगा,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FuwOgRzun9TXr6OT1BpS6_1653131026240.wav?alt=media,uwOgRzun9TXr6OT1BpS6_Poke.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Poke,हल्का धक्का,Physical Actions,,v,verb,,,,,,,
uxWlI9FbzxCvMKAjXC9s,बचरुआ,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FuxWlI9FbzxCvMKAjXC9s_1653297247167.wav?alt=media,uxWlI9FbzxCvMKAjXC9s_Scratch.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Scratch,खरोंच,Physical Actions,"Health, well-being and sickness",v,verb,,,,,,,
uxhpdf7rnHMuU0dWR8MM,औरैण,,,,"Chuhara, Rohruri (Spail)",,,,,,,,,,pain/stiffness in the neck due to  sleeping in an improper way.,गलत तरीके से सोने के कारण गर्दन में दर्द/अकड़न।,"Health, well-being and sickness",Sleep,n,noun,,,,,,,
uyWCI86IkxiEgGSZ0wHO,शरेणो,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FuyWCI86IkxiEgGSZ0wHO_1653312028588.wav?alt=media,uyWCI86IkxiEgGSZ0wHO_Pillow.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Pillow,तकिया,Household,Sleep,n,noun,,,,,,,
v3f1UBRnOmmzRGYnrCut,चेऊँ,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fv3f1UBRnOmmzRGYnrCut_1653124907283.wav?alt=media,v3f1UBRnOmmzRGYnrCut_Morchella.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Morchella,गुच्छी,"Plants, trees and other vegetation","Food, cooking and foodways",n,noun,,,,,,,
v3fngnUDyGb47IQCEXG7,डोखरो,,,,"Sharachali, Rohruri ",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fv3fngnUDyGb47IQCEXG7_1653131406923.wav?alt=media,v3fngnUDyGb47IQCEXG7_Field.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Field,खेत,Agriculture,,n,noun,,,,,,,
v3jsGeC74SL1GwHOgq7u,बोई,,,,,,,,,,,,,,Dried apples/fruits,सूखे सेब / फल,"Plants, trees and other vegetation","Food, cooking and foodways",n,noun,डाबे दी पा गोई बोई?,Have you put the dried apples in the box?,क्या आपने सूखे सेबों को डिब्बे में रखा है?,,,,
v6WZMwqigFLB8ar32Jfo,गाड़णो,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fv6WZMwqigFLB8ar32Jfo_1653123477291.wav?alt=media,v6WZMwqigFLB8ar32Jfo_To_buy.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,To buy,खरीदना,Finance and Business,,v,verb,,,,,,,
vADrpnjZG0gV3S1gzYFf,तीरी,,,,Rohruri ,,,,,,,,,,A hole in the wall and storage area behind it where bee keeping is done in a Himalayan house,दीवार और उसके पीछे भंडारण क्षेत्र में एक छेद जहां एक हिमालयी घर में मधुमक्खी पालन किया जाता है,Animal husbandry,Construction,n,noun,माखी री चीन तीरी मेरे घोरा द,My house has three Teeras in it.,मेरे घर में तीन तीरी हैं।,,,,
vCTXYjpy0oHoQriH0Gj4,ऊहाणो,,,,Shimla Saraji,,,,,,,,,,Swelling,सूजन,"Health, well-being and sickness",,n,noun,तेरो लात केऊ ऊहाऐ दे ?,Why is your foot swollen?,आपका पैर क्यों सूज गया है?,,,,
vIYFQtJm1EfQGV942bvw,ज़ियू,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FvIYFQtJm1EfQGV942bvw_1653125348119.wav?alt=media,vIYFQtJm1EfQGV942bvw_Heart.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Heart,दिल,Body parts,,n,noun,दुई ज़ियू खिचड़ी घियु।,Two hearts are like Khichdi and clarified butter. ,,,,,
vK4ShD8MrdiUkBEonHgP,सुले,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FvK4ShD8MrdiUkBEonHgP_1653312605418.wav?alt=media,vK4ShD8MrdiUkBEonHgP_Slowly.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Slowly,आराम से,States and Characteristics,,v,verb,"सुले हांड, आं खोड़ गोआ।","Walk slowly, I'm tired.",,,,,
vO81nvPX8FYENxA8YuLl,मोले,,,,Bishshau,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FvO81nvPX8FYENxA8YuLl_1653311482698.wav?alt=media,vO81nvPX8FYENxA8YuLl_Below.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Below,नीचे,Location and Directions,,prep,preposition,,,,,,,
vOEbxS99XKgGZFiEjzPu,किश,,,,Bishshau,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FvOEbxS99XKgGZFiEjzPu_1653122025720.wav?alt=media,vOEbxS99XKgGZFiEjzPu_Scream.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Scream,चींख,Emotions,,n,noun,,,,,,,
vQkKQhVwenfASsZbQ9sK,दकानटी,,,,"Bushahri, Rohruri ",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FvQkKQhVwenfASsZbQ9sK_1653131832697.wav?alt=media,vQkKQhVwenfASsZbQ9sK_Small_shop_or_trading_post.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Small shop or trading post,छोटी दुकान,Construction,,n,noun,,,,,,,
vRyNCLq3L7bAkvYB4eZy,बोर्शो,,,,Shadochi,,,,,,,,,,Years,वर्षों,Time,,,,,,,,,,
vVlOWBG4fb2h6B3J6MF8,बौर्श,,,,Shadochi,,,,,,,,,,Year,वर्ष,Time,,,,केतरी बौर्शी उई गे?,How many years have passed?,,,,,
vWVWihCXXTOHsTMDqK1u,फ़ाशणी,,,,"Shimla Saraji, Bishshau, Shadochi",,,,,,,,,,a device used to churn butter milk,मधानी,"Food, cooking and foodways",Tools and weapons,,,,,,Household,,,
vdSUMkOIovtbub5oJcGW,बांड,,,,"Shimla Saraji, Sharachali, Shadochi, Bishshau",,,,,,,,,,divide,विभाजित करना,,,v,verb,आपू मुंजे बांडो,Divide amongst yourselves.,,,,,
vh2n04nZd39sR26kUDXW,तीरौ,,,,Shadochi,,,,,,,,,,A hole in the wall and storage area behind it where bee keeping is done in a Himalayan house,दीवार और उसके पीछे भंडारण क्षेत्र में एक छेद जहां एक हिमालयी घर में मधुमक्खी पालन किया जाता है,Animal husbandry,Construction,n,noun,माखिऐ  चौन तीरे आ मेरै गौरा दी |,My house has three Teeras in it.,मेरे घर में तीन तीरे हैं।,,,,
vlXIue9ZoZvHqcAdfWZn,बौचडू,,,,"Rohruri (Spail), Bushahri (Narain) , Shadochi, Kumharsain, Chuhara",,,,,,,,,,Brother's son,भतीजा,Kinship and relationships,,n,noun,,,,,,,
vlgY8tXJkzmIdXlISer4,कीं,,,,Shadochi,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FvlgY8tXJkzmIdXlISer4_1653122033247.wav?alt=media,vlgY8tXJkzmIdXlISer4_Where.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Where,कहाँ,Location and Directions,,adv,adverb,,,,,,,
vomDPy4I9mJpkRTjgGgj,आगड,,,,"Shimla Saraji, Shadochi",,,,,,,,,,lock,बंद,Household,Tools and weapons,,,,,,,,,
vqA46DdcRXsSAOZ28khz,भान्जी़,,,,Rohruri (Mandalgarh),,,,,,,,,,interrupting someone's work by unnecessarily trying or offering to do it,अनावश्यक रूप से प्रयास करने या करने की पेशकश करके किसी के काम में बाधा डालना,Physical Actions,Work and occupations,v,verb,"आपु दे मू कोरने, फूक्की भान्ज़ी ना मारे!","Let me do myself, dont bother me unnecessarily by trying to do it.",,,,,
vr5zudzOB8evySzEd5O6,गोबिश,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fvr5zudzOB8evySzEd5O6_1653124116442.wav?alt=media,vr5zudzOB8evySzEd5O6_Pit_of_decomposing_cow_dung.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Pit of decomposing cow dung,गोबर सड़ने का गड्ढा,Animal husbandry,,n,noun,,,,,,,
vsZWKFRFysjBesjGvftV,खांगो,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FvsZWKFRFysjBesjGvftV_1653122816974.wav?alt=media,vsZWKFRFysjBesjGvftV_Long_strides.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Long strides,लंबे कदम,Body functions,Motion,adv,adverb,,,,,,,
w1Wvj7B7PZsasv0rHal6,हाड़की,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fw1Wvj7B7PZsasv0rHal6_1653312861893.wav?alt=media,w1Wvj7B7PZsasv0rHal6_Bone.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Bone,हड्डी,Body parts,,n,noun,हाड़की चोड़नी मेरे तेरी।,I'll break your bones.,,,,,
wBQLIJsyWpflPeAEuKtr,कीज़,,,,"Shimla Saraji, Shadochi",,,,,,,,,,Rot,सड़ांध,"Plants, trees and other vegetation",Senses and perception,,,सेओ कीज़दे लाग गोए।,The apples have started to rot.,,,,,
wDJfINgMD1KEH0IJKGfp,किआ,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/audio%2Fmahasuvi%2FwDJfINgMD1KEH0IJKGfp_1624192216503.wav?alt=media,wDJfINgMD1KEH0IJKGfp_Where.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Where,कहाँ,Location and Directions,,adv,adverb,,,,,,,
wGDU0F1hN2Dar8NjevrC,लोइया,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FwGDU0F1hN2Dar8NjevrC_1653311957680.wav?alt=media,wGDU0F1hN2Dar8NjevrC_Woolen_overcoat.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Woolen overcoat,ऊन से बना कोट,Clothing and adornment,"Art, crafts and textiles",n,noun,,,,,,,
wHPbSj9KtKveIa2CSts8,मांज,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FwHPbSj9KtKveIa2CSts8_1653310740492.wav?alt=media,wHPbSj9KtKveIa2CSts8_Between.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Between,बीच में,Location and Directions,,prep,preposition,,,,,,,
wLdYQhejEV2DfRXplW7c,खड़ाओणो,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FwLdYQhejEV2DfRXplW7c_1653122727851.wav?alt=media,wLdYQhejEV2DfRXplW7c_Act_of_broadcasting_seeds.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Act of broadcasting seeds,बीजों के प्रसारण का कार्य,Agriculture,,v,verb,,,,,,,
wW2DGWQXJXv4Xc7u9kqu,रशाढ़,,,,Bushahri,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FwW2DGWQXJXv4Xc7u9kqu_1653311506528.wav?alt=media,wW2DGWQXJXv4Xc7u9kqu_Jealousy.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Jealousy,ईर्ष्या द्वेष,Emotions,,n,noun,,,,,,,
wYO1UjxjjbjuBR7RC6Ad,ईणो,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FwYO1UjxjjbjuBR7RC6Ad_1653120944251.wav?alt=media,wYO1UjxjjbjuBR7RC6Ad_like_this.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,like this,ऐसे,,,,,ईणो बोलो थो तेरी आमे।,Your mother used to say like this.,,,,,
wYjrRIYlUVhNhSPlXK9J,बेड़ा,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FwYjrRIYlUVhNhSPlXK9J_1653309238107.wav?alt=media,wYjrRIYlUVhNhSPlXK9J_Palace.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Palace,महल,Construction,,n,noun,,,,,,,
wdsjw2ClWwVj3fTyVuhl,तोप,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fwdsjw2ClWwVj3fTyVuhl_1653131638178.wav?alt=media,wdsjw2ClWwVj3fTyVuhl_Feel.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Feel,महसूस करो,Mental actions,Emotions,v,verb,"इयों तोप, जिऊंदी बी ओ ए?","Touch her, is she alive?",,,,,
wekr5BbWJstOMSQsAqWz,फुलड़ू,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fwekr5BbWJstOMSQsAqWz_1653297164962.wav?alt=media,wekr5BbWJstOMSQsAqWz_Flower.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Flower,फूल,"Plants, trees and other vegetation",,n,noun,,,,,,,
wfQXZK1iQ376E9XMcLWu,बेगे,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2FwfQXZK1iQ376E9XMcLWu_1653309202621.wav?alt=media,wfQXZK1iQ376E9XMcLWu_Very.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Very,बहुत,,,adj,adjective,बेगे सुले ज़ोपो तेरी आमा।,Your mother talks very slowly.,,,,,
wh9FcBAuFP6A820p7fto,शांघा,,,,Shimla Saraji,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fwh9FcBAuFP6A820p7fto_1653312053061.wav?alt=media,wh9FcBAuFP6A820p7fto_Throat.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Throat,गला,Body parts,,n,noun,मेरा शांघा दुख लागा।,My throat is paining.,,,,,
wi16e8LfCrWeGht8yLCI,डेरा,,,,"Shimla Saraji, Bishshau",,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/mahasuvi%2Faudio%2Fwi16e8LfCrWeGht8yLCI_1653131371371.wav?alt=media,wi16e8LfCrWeGht8yLCI_Left.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Left,बाएं,Location and Directions,,adv,adverb,,,,,,,
x1FIdgg5ZGAdxlYlWeIy,गूजा,,,,,,,,https://firebasestorage.googleapis.com/v0/b/talking-dictionaries-alpha.appspot.com/o/audio%2Fmahasuvi%2Fx1FIdgg5ZGAdxlYlWeIy_1627648590519.wav?alt=media,x1FIdgg5ZGAdxlYlWeIy_Pocket.wav,Aniket Chauhan,"Theog, Shimla, Himachal Pradesh, India",21-30,,Pocket,जेब,Clothing and adornment,,n,noun,,,,,,,
x5AOALsgqbOc6JkQPZSy,मचरेंण,,,,Shimla Saraji,,,,,,,,,,Smell of urine,पेशाब की गंध,Senses and perception,Body functions,n,noun,तुओं रे झुडके दो मचरेंण केईं आज लागी?,Why is the smell of urine coming from your clothes?,आपके कपड़ों से पेशाब की गंध क्यों आ रही है?,,,,
x67aAC0NZbrNLl0EzFfG,कुम्भारो री हाडी,,,,Chuhara,,,,,,,,,,nest of potter's wasp,कुम्हार के ततैया का घोंसला,Universe and the natural world,Insects and small creatures,,,,,,,,,
